Income,LoanAmount,Age,CreditScore,EmploymentYears,Loan_Status
75338,225353,43,674,12.4,0
75382,73241,46,707,9.8,0
81435,214551,34,615,6.9,0
61714,269294,40,703,5.2,0
81788,235844,33,723,6.3,0
85191,83237,41,746,7.1,1
41711,210380,42,796,2.7,0
45778,237732,44,621,13.0,0
87089,164744,36,774,13.0,0
89124,100251,40,717,16.1,0
62032,204957,49,619,2.4,0
84597,107142,42,734,4.8,0
60657,265834,42,635,0.0,0
69448,265654,28,720,5.2,0
69427,170161,52,716,10.3,0
68131,236791,25,674,3.8,1
103670,161403,21,728,13.2,0
130150,274205,31,742,10.3,0
36757,129093,47,708,8.4,0
56187,113813,33,718,8.6,0
53101,124331,50,725,8.1,0
103427,276234,30,673,1.6,0
98837,209084,33,791,13.6,0
80058,20000,42,576,12.4,1
60393,320086,58,850,10.6,0
75116,198995,34,666,9.3,0
31393,98244,50,731,8.2,0
87688,155654,30,661,16.1,0
79449,211349,35,749,14.0,0
58709,165870,39,722,9.4,0
88899,113653,21,711,7.6,0
65094,179426,44,841,8.1,0
25052,138523,42,669,16.6,0
100978,103799,41,790,8.2,0
112038,96176,42,674,5.7,0
36789,156819,32,794,8.3,0
76436,20000,29,759,5.7,0
97198,157051,47,737,2.9,1
37847,269907,42,735,12.5,0
18454,176726,41,704,11.6,0
64211,119505,42,658,7.1,0
72115,77342,36,763,11.3,0
101211,36741,43,661,0.0,0
125380,54818,34,751,10.6,0
86327,75277,21,692,11.0,0
27533,181871,29,717,10.7,0
80944,194962,41,730,4.2,0
66531,166677,38,775,9.0,0
93191,86621,29,772,5.0,0
20633,137887,21,632,0.0,1
92440,141259,24,669,3.9,0
108377,20000,58,766,0.0,0
75318,235992,28,721,4.4,0
98310,78274,44,660,3.3,0
88997,341686,39,716,11.6,0
17492,214361,35,690,8.1,0
73913,109660,31,638,6.6,0
78140,263191,37,763,8.9,0
44146,186008,28,652,7.2,0
77597,119884,29,784,7.4,0
30028,282495,21,800,7.6,0
70516,206337,35,778,19.0,0
80772,97081,59,829,4.8,0
129257,303046,44,709,13.0,0
48013,139457,35,802,25.6,0
87914,182177,48,770,9.0,0
40395,228234,29,697,11.4,0
97839,164790,44,665,11.9,0
68705,227979,47,697,13.1,0
76973,162067,22,626,8.3,1
47974,76398,37,709,6.6,0
83023,188774,64,670,10.4,0
55605,223462,38,660,12.2,0
66885,221003,48,682,7.9,0
42992,278902,37,759,10.7,0
61342,87676,43,706,5.9,0
76625,107841,47,667,5.6,0
69513,275234,31,782,5.0,0
99987,269227,56,737,11.1,0
55946,20000,34,690,14.1,0
108725,216366,45,704,10.8,0
61670,333535,24,733,6.6,0
109568,159226,40,734,6.5,0
78016,103666,50,692,8.5,0
120081,131201,24,747,9.4,0
73808,20000,22,665,10.2,0
31987,232417,24,695,4.7,0
57777,152005,41,696,10.7,1
69784,111536,30,709,0.0,0
109534,226327,28,736,10.4,0
27208,240485,38,720,9.0,0
48010,88634,21,656,10.3,0
75279,87776,40,714,2.3,0
77582,279864,59,718,11.9,0
100313,175586,34,697,11.4,0
22262,180977,48,685,2.1,0
52625,301051,29,611,10.9,0
83377,138833,38,610,5.4,1
68443,256581,32,753,3.1,0
87164,286690,36,698,12.7,0
66782,134989,24,799,3.7,0
82917,108803,25,716,6.3,1
53888,218973,24,811,13.1,0
63871,60969,50,690,14.4,0
68634,69687,42,723,5.7,0
52355,298006,31,713,3.6,0
72764,195970,45,745,4.8,0
59360,192443,39,707,4.1,0
77618,143781,33,709,6.7,0
76389,170056,37,687,4.9,0
51895,269422,35,722,0.0,0
75505,131291,37,659,4.3,1
75863,118082,26,742,8.0,0
55643,279739,43,712,6.3,0
91216,111260,40,728,13.2,0
72724,132952,52,728,13.4,0
96007,257684,65,781,12.4,0
104400,227683,47,758,11.3,0
43362,228185,41,686,6.0,0
110885,134073,43,688,4.3,0
83351,121826,21,798,14.1,0
77488,176286,34,767,4.7,0
53298,174544,27,598,8.2,0
78198,91946,36,726,4.3,0
16041,201773,26,682,8.6,0
43179,20000,27,850,15.3,0
24739,190157,37,745,7.8,0
66580,36611,44,766,10.9,0
102938,295992,51,720,4.1,0
76272,189711,65,732,11.5,0
84348,20000,44,686,2.6,0
64319,212266,52,812,6.9,0
70230,264750,23,637,14.9,0
26425,20000,38,715,0.1,0
95524,306956,48,764,4.5,0
82342,244402,43,809,7.2,0
88959,233004,33,770,1.4,0
78313,157510,37,703,8.6,0
58821,149967,46,722,5.3,0
82404,109550,23,820,1.0,0
62734,281636,50,714,12.0,0
67972,249370,37,717,14.7,0
97487,89898,41,778,14.2,0
94442,172728,43,657,8.6,0
58358,307823,42,742,16.0,0
79105,165898,35,781,0.0,0
96104,190030,48,741,11.1,0
34194,44110,41,709,3.5,0
64998,275722,48,614,3.2,1
72772,73773,25,705,1.5,0
29016,120466,36,732,12.9,0
46633,246358,46,673,9.4,0
40221,180538,50,707,0.0,0
66825,112045,42,657,13.1,0
75143,117354,21,767,4.5,0
35533,169189,34,744,8.6,0
52568,71852,39,693,0.0,0
65305,189484,27,788,9.9,0
108680,170845,40,616,14.9,1
56252,301253,54,696,2.2,0
68565,61250,46,637,7.5,0
77645,219742,35,794,0.2,0
112127,221234,46,606,9.8,0
73691,178487,38,705,13.0,0
113196,146997,23,753,0.0,0
33256,284703,42,715,6.3,0
87507,162432,31,656,1.4,0
50363,153126,35,758,8.4,0
63915,108893,23,782,8.6,0
59159,52850,42,712,7.6,0
43948,264459,37,726,6.9,0
96668,235639,45,771,9.5,0
45845,168924,45,779,7.2,0
54111,114719,35,718,18.7,0
64234,264377,42,656,10.3,0
53572,344043,45,723,0.0,0
77029,191911,21,677,13.1,0
24078,391474,48,719,13.8,0
47980,161277,52,698,4.7,0
51494,110662,43,626,1.7,0
44137,239937,31,626,9.8,1
103325,159926,31,784,9.5,0
59346,246552,45,736,6.2,0
50697,267525,47,645,3.3,1
74228,190103,60,780,13.0,0
94667,35609,48,688,9.0,0
54216,120853,55,729,4.7,0
76090,228848,43,718,4.8,0
38863,135676,25,679,6.9,0
77721,247918,21,792,12.1,0
68959,203521,40,719,6.1,0
44384,74180,41,807,9.4,0
28149,151912,40,676,7.9,0
98921,212266,40,777,8.2,0
92129,194999,35,707,11.1,0
82774,155040,29,652,9.5,0
96199,163433,38,632,6.1,1
82988,124522,43,752,9.6,0
47179,220697,50,758,4.2,0
74781,263010,44,662,8.4,0
100032,362602,47,720,4.7,1
56849,126841,51,723,8.1,0
62675,173929,36,707,8.6,0
79261,20000,44,652,12.9,0
106694,151573,38,692,12.4,0
86295,106765,64,685,8.8,0
49209,241722,33,623,0.0,0
72552,26997,38,766,9.3,0
66571,199894,34,680,9.0,1
85762,169666,44,696,11.8,0
36528,211498,37,703,8.1,0
37254,205116,47,684,0.0,0
60656,161091,40,589,3.2,1
69466,159150,26,781,1.4,0
49348,308003,44,643,12.9,0
71724,246635,40,736,11.8,0
70529,181861,44,717,8.7,0
114488,214528,37,762,4.3,0
60331,283531,37,635,5.0,0
41669,211607,42,751,11.4,0
105317,56520,26,780,1.9,0
53681,292268,36,607,7.2,1
80112,266412,48,595,8.8,0
97372,240209,40,702,0.3,0
110979,166015,52,599,11.5,0
73667,215333,37,729,7.5,0
41642,293718,50,675,2.1,0
71714,158923,40,731,3.8,1
67070,165935,50,713,4.8,0
44227,228719,35,705,6.8,0
93139,188300,34,771,4.5,0
90794,313794,23,737,2.4,0
103161,185659,30,697,4.6,0
75203,341416,22,691,10.7,0
29756,142244,23,791,9.3,0
115448,114966,32,663,6.0,0
32017,206814,48,633,10.4,1
48310,94250,26,758,12.5,0
57229,197708,49,759,13.2,0
84493,181398,24,636,10.5,0
62654,232751,28,693,8.1,0
85163,57773,35,769,8.5,0
42586,322271,57,683,5.5,0
64223,237396,42,683,3.9,0
91919,128974,63,648,13.8,0
97128,232253,43,743,8.0,0
89356,162517,39,695,3.8,0
81164,198789,62,703,9.4,0
54013,272533,40,691,12.2,0
50421,235178,42,734,3.3,0
88625,249704,33,674,0.0,0
72023,104884,51,684,14.2,0
48434,345438,60,645,8.6,0
91518,138326,42,638,3.1,0
55764,176548,41,786,6.5,0
103962,240042,28,684,3.1,0
58155,62561,50,700,3.4,0
54065,169593,42,690,3.6,0
55655,169672,26,814,10.3,0
62499,101697,24,725,4.6,0
84846,289798,41,736,3.8,0
66665,198118,59,828,0.0,0
109304,154489,49,850,5.5,0
60988,282977,38,591,6.2,1
44869,314116,65,633,13.2,0
65504,20000,37,656,7.3,1
119166,192127,27,734,13.9,0
69619,100868,24,761,1.3,0
27886,255574,55,757,0.3,0
49007,140807,51,734,0.0,0
77931,303608,43,692,12.0,0
24110,172955,21,743,3.2,0
109273,162360,21,634,12.8,0
60046,178566,44,674,1.9,0
15000,181246,37,670,11.7,0
129674,128481,42,832,7.7,0
105682,211147,29,782,7.4,0
48091,73645,41,634,6.5,1
48213,182161,30,737,4.9,0
67663,294210,35,746,10.4,0
109867,192018,49,683,4.7,0
70286,220196,30,708,5.3,0
35506,100062,42,763,4.9,0
101395,232407,46,630,8.4,0
82100,321856,38,697,10.5,0
36186,304408,26,761,1.7,0
53131,176848,23,652,0.0,0
65800,301478,49,637,1.0,0
66154,109497,34,713,8.0,0
92398,298652,35,749,4.4,0
96660,395708,34,711,6.0,0
79098,185073,51,816,6.0,0
96303,240926,29,690,14.6,0
81324,107064,29,711,11.1,0
45398,136802,43,786,10.9,0
71076,154916,45,760,9.6,0
57377,236632,41,681,6.1,0
98014,296152,36,706,4.9,0
53254,275363,42,755,1.3,0
78295,249284,47,698,0.0,0
54535,250376,28,804,9.1,0
30598,153593,40,706,7.1,0
72079,151056,30,709,4.9,0
77190,291605,45,768,11.8,0
94868,130999,32,770,10.3,0
87290,149991,28,738,9.1,0
40343,263162,41,648,10.2,0
69336,84414,39,727,2.3,0
44031,279243,21,749,10.6,0
46425,26653,58,641,1.6,1
71554,169058,21,643,9.1,1
70620,95397,42,743,3.3,1
31687,248364,21,744,11.2,0
77803,42971,45,765,6.6,0
77211,70690,32,710,7.8,0
42599,264166,25,641,0.6,0
66652,228430,38,687,14.7,0
44024,70305,37,636,13.2,0
25485,244858,45,725,1.5,0
86319,250641,43,693,10.3,1
91907,135173,31,795,8.2,0
65655,210552,29,741,14.9,0
80733,154099,45,668,6.6,0
42747,187768,21,678,7.8,0
77325,107892,49,642,5.1,1
74144,253519,42,716,9.5,0
39734,215654,33,726,0.0,0
67819,226217,27,663,3.6,1
79081,248065,41,682,5.8,0
57693,104839,26,758,15.6,0
33075,176727,50,753,15.8,0
58145,97586,42,740,12.8,0
97423,121454,31,666,0.0,0
86736,219310,38,776,12.1,0
68104,205677,21,714,14.0,1
53146,221211,38,685,4.9,0
55915,20000,37,774,15.5,0
47900,192226,46,729,9.1,0
74097,135941,26,650,7.4,0
64379,346818,22,745,8.5,1
97519,138783,26,620,3.3,0
33722,204177,42,762,9.0,0
64524,171199,24,743,8.1,0
53770,136119,43,777,7.4,0
71119,47145,44,684,13.3,0
86136,131817,43,718,5.3,0
53374,290641,28,711,11.0,0
87366,202449,36,743,2.8,0
83918,131672,43,660,2.4,0
62349,115724,23,695,11.2,0
92868,133424,48,783,22.5,0
72931,77271,38,730,5.0,1
53348,120829,39,662,5.7,0
51605,189378,43,727,6.5,0
90818,147895,21,656,6.5,0
56660,193146,42,708,10.2,0
86099,273096,40,713,13.1,0
43124,211799,45,732,3.0,0
94130,209493,21,721,7.9,0
31416,183890,38,758,9.5,0
31379,304409,58,769,6.4,0
58502,103684,30,737,4.6,0
100653,210634,29,722,5.7,0
95662,132513,34,699,8.4,0
86635,204459,40,634,12.3,0
83250,141461,41,744,12.5,0
52611,214193,42,836,12.5,0
34233,184998,43,596,4.5,0
102132,285056,60,652,9.7,0
97701,129203,37,708,0.3,0
46326,100889,36,674,8.8,0
74911,207515,31,655,8.7,0
65229,154369,30,710,11.9,0
45104,253935,45,673,4.4,0
33407,79880,46,674,6.2,1
76660,257915,32,709,7.0,0
66021,121248,44,730,9.8,0
58962,342255,31,767,6.0,0
67410,262767,33,776,7.2,0
68217,177784,49,666,10.0,0
77671,103516,28,654,7.7,0
99555,62236,40,651,1.4,0
92637,273023,53,758,3.8,0
89232,231106,34,708,6.6,0
58695,248174,44,717,10.3,0
52899,42119,43,685,10.8,0
53464,249540,26,713,9.2,0
91403,52728,59,702,6.5,0
88561,170885,45,603,0.0,0
28465,122337,43,694,8.5,0
94233,144733,37,683,0.5,0
76276,53375,50,645,6.1,0
70468,179793,31,757,6.8,0
85041,203259,56,598,10.2,1
76706,148625,50,680,20.5,0
48405,228581,55,707,7.9,0
51575,20000,28,728,3.4,0
75338,203296,41,737,2.8,0
68718,257023,50,578,5.0,1
84914,189387,44,760,0.8,0
125978,212481,42,666,12.5,0
100407,69838,48,753,7.1,0
48267,71672,47,782,15.5,0
71464,70256,48,700,7.5,0
62901,303401,38,712,9.3,0
76395,113528,40,780,11.6,0
45792,141762,34,711,3.0,0
34982,143492,25,720,11.8,0
37194,220190,31,750,3.7,0
15000,155110,36,677,8.7,0
52144,189366,50,697,7.4,0
121406,187011,33,736,4.2,0
58716,198425,34,702,8.6,0
77309,231092,27,727,3.5,0
43406,162938,29,639,0.0,0
50384,271176,21,767,12.7,0
45686,156574,21,724,7.3,0
54808,20000,21,720,0.0,0
69335,249641,28,698,14.0,0
96484,53865,41,698,2.8,0
102986,327963,29,767,3.3,0
86056,337558,40,690,0.5,0
87809,82116,40,766,2.6,0
60649,95226,21,739,1.8,0
120362,322876,49,713,7.1,0
51465,219665,21,720,8.6,0
68349,193514,33,724,5.9,0
60205,387818,25,831,0.8,0
94353,162534,36,801,9.7,0
59201,272973,45,730,14.9,0
74019,259997,35,724,9.8,0
92702,184782,40,714,8.7,0
41184,200117,35,675,8.3,1
84615,47293,37,722,7.1,0
78295,191066,42,741,9.4,0
50204,191622,52,629,15.0,0
56317,186692,33,709,0.4,0
63038,104458,21,578,5.1,1
75153,159356,30,757,11.9,0
104887,177567,37,737,5.3,0
113561,174685,54,737,6.5,0
51788,316478,49,672,6.3,0
131947,216918,55,721,3.7,0
58866,84060,24,747,6.2,0
114491,34394,27,709,12.9,0
104846,211444,36,809,10.5,0
45511,227016,36,769,6.4,0
35832,343829,54,796,9.3,0
72876,262021,29,659,4.4,0
91927,204354,35,741,15.3,0
70613,178255,48,625,2.9,0
71050,213723,33,698,0.0,0
80736,267513,41,705,0.0,0
32031,151211,35,820,2.7,0
72702,181371,33,749,16.5,0
50328,20000,23,677,7.5,0
61057,20000,39,683,13.7,0
38948,222922,37,753,4.9,0
38137,134049,51,661,11.4,0
77851,203100,37,774,5.5,0
58619,307028,34,627,3.4,1
109873,249457,21,722,10.0,0
60711,126028,36,657,9.5,0
88126,20000,62,738,1.3,0
98618,217582,40,809,9.5,0
74300,150168,31,772,2.7,0
75898,167910,46,701,11.8,0
99812,73571,39,706,4.0,0
102301,340240,21,638,9.8,0
84634,141889,60,720,2.9,0
103813,33054,31,769,15.5,0
74747,84521,31,698,18.2,0
43629,178196,28,774,6.7,0
77632,162769,60,758,8.7,0
53788,96465,32,678,2.9,0
100346,156513,39,716,10.2,0
63415,127519,21,646,6.4,0
91808,208444,21,657,7.2,0
50475,192090,26,783,3.3,0
44557,284237,41,782,10.5,0
64788,106739,43,726,5.8,0
38128,20000,38,748,2.6,0
89055,100324,37,739,4.9,0
99551,381843,31,744,15.5,0
84132,287234,55,614,4.7,0
103905,309958,51,742,4.8,0
86708,151450,51,704,3.2,0
59863,212114,21,773,0.0,0
72675,74203,39,706,1.6,0
68717,89744,33,684,4.4,1
98830,144308,36,724,6.2,0
72073,270213,42,720,10.0,0
43502,283061,50,690,7.0,0
37656,186465,35,654,1.8,0
65480,210009,49,670,0.6,0
71355,189776,38,652,6.1,0
37638,164545,38,720,13.8,0
97147,150583,24,699,7.5,0
65180,243223,42,656,2.6,0
91691,117117,44,756,15.4,0
49361,378125,34,754,8.2,0
80299,164993,31,628,8.5,1
39963,56460,30,666,5.1,1
56556,165720,48,743,5.3,0
59837,286378,56,717,12.1,0
63271,92076,53,755,12.2,0
96297,222547,48,707,9.5,0
79010,286247,50,661,10.6,0
45983,226465,44,698,6.4,0
43791,247725,45,780,11.8,0
73788,228420,36,655,0.8,0
64166,161467,41,724,12.0,0
74935,86772,30,672,2.6,0
29980,236816,49,633,8.5,0
124149,204681,42,781,9.7,0
28482,198326,21,689,6.1,0
56695,288809,40,582,6.4,1
52082,104136,37,769,2.9,0
40001,147129,51,603,4.9,0
85170,202276,29,692,0.8,0
65071,285101,36,709,9.2,0
41962,280566,32,683,7.9,0
58865,230587,31,742,6.1,0
85964,231340,30,714,8.5,0
93687,218444,51,653,6.2,0
108274,146409,30,650,11.7,0
77955,199776,57,654,11.3,0
57615,28061,35,730,9.8,0
54654,50760,39,774,2.9,0
82404,372410,42,695,13.6,0
102005,191931,26,667,5.3,0
22027,299366,38,696,5.6,0
69489,45040,38,774,5.6,0
39204,180822,38,724,5.6,0
71772,250973,41,677,11.1,0
111770,62001,25,716,0.0,0
26850,66080,38,683,0.0,0
29654,86026,37,653,7.7,0
106876,296093,50,707,5.4,0
77911,122284,21,850,10.4,0
69498,202717,27,704,10.9,0
91978,151060,21,692,2.9,0
112622,88200,21,664,10.4,0
76565,120637,49,781,0.2,0
69694,116111,36,747,0.0,0
24156,143151,45,689,15.0,0
48312,172440,43,638,4.8,0
24876,198448,34,730,2.9,0
70720,36371,35,748,14.4,0
104406,240294,46,774,10.0,0
59800,88230,50,695,13.0,0
81008,86714,35,711,7.7,0
91199,187225,65,726,4.5,0
79549,206822,31,636,8.1,0
67797,208823,36,745,8.8,0
36895,175829,57,603,11.8,0
87294,20000,42,661,3.3,0
98942,169617,37,671,4.5,0
70624,133051,21,703,5.7,0
61774,20000,25,718,6.7,0
89700,96390,42,728,3.8,0
74188,243240,43,579,6.9,1
109163,144437,51,666,10.1,0
58884,254791,35,785,10.7,0
88140,148228,46,700,4.7,0
80224,165574,30,705,7.9,0
71140,277683,21,712,16.4,0
55578,208621,36,657,6.7,0
88301,182719,47,730,9.5,0
108741,184579,52,725,14.2,0
21483,124824,48,737,2.7,0
69316,255146,25,646,0.0,1
84193,231453,54,767,9.5,0
49416,295418,51,670,8.3,0
80775,193163,56,693,5.5,0
78688,196773,56,731,13.6,0
87552,201234,40,758,10.0,0
61706,68328,44,644,7.4,0
37944,202167,43,768,2.6,0
70601,20000,37,743,2.1,0
101568,143808,21,659,12.0,0
91427,229608,35,608,13.3,0
38123,149090,28,629,6.4,0
66010,50664,28,663,10.5,0
67286,183949,47,730,1.9,0
84334,241009,37,724,13.7,0
67493,101901,30,660,5.5,0
65911,191953,30,664,8.8,0
55833,130517,42,752,10.9,0
128675,258360,37,731,7.8,0
26890,385519,65,726,11.4,0
70655,124238,49,730,11.4,0
73124,40977,43,710,14.8,0
80834,188720,45,562,2.4,1
60176,138441,37,703,2.4,0
59480,265305,26,651,12.9,0
82881,97342,41,754,12.9,0
60979,189320,27,696,7.2,0
53649,208307,35,742,4.9,0
96820,199316,46,775,11.5,0
45171,201296,49,802,17.3,0
52588,274374,33,694,7.5,0
78556,281043,26,761,4.9,0
87750,188415,29,665,3.0,0
64144,246490,43,769,12.7,0
81361,328596,43,670,11.0,0
74956,81845,37,729,10.3,0
62912,381184,33,803,15.5,0
46253,184074,21,753,6.9,0
93925,203210,27,676,5.9,0
45909,234708,21,754,4.1,0
125317,326849,52,697,5.3,1
57343,278858,30,706,16.5,0
108852,315194,26,705,10.2,0
96492,307039,45,641,11.9,0
62884,110276,35,809,9.1,0
95045,243962,33,747,17.2,0
93639,136141,21,713,7.6,0
61835,165692,40,721,4.8,0
28238,51735,42,727,5.6,0
33261,171607,32,721,6.1,0
84360,212592,37,713,8.0,0
69486,94724,21,716,4.3,0
74428,218063,28,774,11.7,0
94363,220755,44,777,0.0,0
60862,205933,29,689,0.0,0
88163,180583,21,777,5.8,0
51376,57235,34,713,7.7,1
72180,147892,38,775,2.3,0
74427,184686,33,823,4.9,0
44033,186467,24,701,5.2,0
69797,176613,29,723,3.9,0
90681,202410,47,638,14.4,0
82368,119506,36,692,3.8,0
105294,196117,21,670,10.8,0
58593,171925,38,726,19.0,0
106653,197681,26,799,2.4,0
75281,276089,34,796,1.3,0
58393,137425,26,748,7.6,0
73922,284124,38,697,4.6,0
52529,321741,38,720,13.7,0
77504,162743,42,779,6.6,0
30094,190814,47,735,4.8,0
93142,227631,40,650,8.9,1
54336,201848,48,703,7.9,0
70833,212386,39,838,2.1,0
89780,44519,23,694,4.2,1
54717,180200,58,765,7.8,0
86380,107571,30,705,4.8,0
98054,147198,44,808,4.9,0
73390,271380,39,810,0.0,0
79446,216754,29,761,13.6,0
101679,234850,39,682,4.8,0
41897,176547,26,803,14.8,0
98977,162640,24,676,4.9,0
25860,273597,29,686,7.9,1
57321,168768,34,739,1.0,0
118067,252746,39,739,6.0,0
84028,276304,32,570,0.0,1
70359,251964,47,687,14.5,0
119928,236801,52,727,14.9,0
43270,126277,38,752,14.8,0
82732,88357,42,758,11.4,0
67450,215829,52,680,2.4,0
70518,266857,43,651,15.3,0
88243,182551,21,714,9.1,0
85540,138566,52,703,8.4,0
72554,194908,41,772,11.0,0
88310,237954,43,791,8.9,0
103385,360438,61,800,8.5,0
78298,254492,43,753,12.2,0
89914,143679,34,655,5.5,0
75292,188228,40,746,0.0,0
58409,289914,42,602,5.2,0
71173,155554,38,742,14.0,0
86692,146558,40,696,14.7,0
27265,197582,37,681,9.3,0
77395,122728,46,768,15.8,0
86795,173583,25,753,4.4,0
72359,61305,47,674,6.2,0
46704,119751,38,719,5.7,0
87208,191717,37,671,13.5,0
49696,192964,38,671,0.0,1
111352,170422,43,733,4.8,0
95699,233466,28,682,11.3,0
76128,202390,26,847,3.5,0
63508,177520,21,699,12.5,0
34649,204391,34,794,7.9,0
97279,72657,33,646,8.3,1
55542,20000,33,721,13.5,0
110188,229048,37,743,11.5,0
16345,195214,37,709,0.0,0
68231,143220,21,793,11.5,0
56061,62860,38,800,3.2,0
46245,169877,42,740,3.4,0
77815,209635,36,691,10.0,0
109647,178708,57,691,4.4,0
60284,58107,45,728,2.0,0
75345,246931,29,731,8.7,0
51513,139023,29,617,1.6,0
47813,20000,33,733,10.5,0
17545,204539,31,715,7.0,0
53304,209196,34,810,9.1,0
64366,97932,34,814,10.0,0
35131,104053,43,685,4.4,0
115576,248033,43,793,1.8,0
82015,194074,38,724,11.3,0
87605,232975,21,666,7.4,0
34015,164124,21,690,9.4,0
80841,212648,28,727,8.9,0
107091,258824,42,682,11.2,0
68002,194485,43,832,11.0,0
78355,164290,29,666,4.7,0
63846,159929,38,747,3.3,0
80688,264818,40,698,12.2,0
70154,178276,28,713,4.6,0
63098,178395,41,662,8.9,0
79768,197780,52,640,6.2,0
69790,202811,51,740,11.0,0
78136,89620,44,786,5.4,0
68224,169423,29,710,8.0,0
96408,222931,32,709,4.8,0
115766,246871,41,710,6.7,0
76323,162825,48,710,9.8,0
82716,295490,39,737,12.7,0
60129,226850,54,715,11.6,0
85578,246277,54,741,0.0,0
32087,211741,38,700,9.5,0
82757,261776,40,740,11.1,0
47530,222242,35,850,17.2,0
103208,97484,24,660,10.7,0
90243,171751,37,784,14.6,0
66585,179700,42,678,13.6,0
84957,265044,38,713,2.5,0
116290,167724,34,782,0.0,0
67682,210518,38,771,2.9,0
78010,109881,51,662,9.5,0
82045,215364,55,723,1.7,0
83896,234855,24,755,8.2,0
62431,167770,29,778,13.7,0
90440,253967,49,697,0.0,0
70354,312245,37,723,13.0,0
74538,87089,36,757,1.9,0
56433,96302,43,770,7.4,0
95874,165753,45,758,16.3,0
48623,83129,47,785,10.1,0
34289,186361,39,765,12.3,0
19398,38571,45,658,6.5,0
89692,208599,32,707,3.7,0
58192,225348,50,672,9.3,0
55301,52937,53,626,20.5,0
65702,157394,38,627,5.4,1
40413,189228,27,681,12.9,0
69072,130687,48,678,4.6,1
125041,210856,42,760,8.1,0
87543,43377,42,618,5.7,0
79776,134490,48,716,6.0,0
91857,253213,47,775,5.3,0
129995,129886,44,805,8.5,0
60458,252064,46,708,6.5,0
60606,235382,49,836,3.8,0
56564,194278,34,767,6.0,0
34043,164820,31,799,4.7,0
73640,281568,35,646,9.7,0
70714,89199,48,622,0.0,0
77540,168317,38,688,7.1,0
44912,179434,51,665,3.7,0
23826,121696,36,761,10.1,0
22317,227123,26,616,7.9,0
77557,161183,42,767,12.8,0
78753,294919,50,779,9.8,0
112256,187244,57,779,0.0,0
98431,72966,36,779,8.1,0
37755,243806,37,850,4.7,0
43378,45900,29,705,5.6,0
82525,20000,28,691,10.3,0
70808,81917,29,723,7.9,0
93771,281786,47,793,3.4,0
103353,154909,38,749,1.0,0
79238,236350,48,744,4.8,0
71490,224389,52,734,8.6,0
45270,148769,35,754,1.0,0
46188,159801,44,733,2.9,0
85662,228964,54,673,11.3,0
40156,289881,49,723,4.7,0
60782,171711,25,686,9.6,0
42039,101153,24,835,6.8,0
45894,141984,46,739,10.1,0
65546,286084,29,722,1.9,0
62972,118617,49,810,4.1,0
84393,247327,27,726,7.3,0
100289,67840,36,726,11.5,0
64091,273243,42,663,3.3,0
40587,178420,30,713,0.0,0
61833,279609,29,691,1.5,0
93168,64043,38,672,6.0,0
45944,115900,30,804,13.7,0
44059,179759,42,762,5.3,0
35178,103514,37,780,9.5,0
104030,149001,39,774,1.9,0
15000,322020,55,772,11.4,0
43616,86948,21,753,9.0,0
43084,206917,41,696,9.2,0
60695,332687,41,693,9.4,0
51645,211272,46,627,4.7,1
73158,169181,39,664,1.9,0
56844,174772,56,764,1.5,0
45747,221551,49,726,10.4,0
58557,337576,33,746,0.7,0
40200,137664,44,750,2.5,0
94921,211815,26,625,1.5,0
102713,305527,47,837,2.7,0
23795,249345,41,598,9.2,1
81227,328761,40,704,6.6,0
72275,62961,52,700,6.0,0
72187,146804,29,691,6.8,0
57614,100225,31,721,8.7,0
52785,198828,42,773,11.4,0
92789,225716,54,744,0.0,0
93259,132741,53,734,4.4,0
72725,90829,45,751,3.3,0
31308,62994,49,746,7.5,0
71526,100832,23,645,7.7,0
60046,292293,28,680,7.1,0
68406,100420,38,762,2.3,0
73017,316423,32,747,7.5,0
67206,258203,38,662,5.0,0
93892,20000,34,712,7.9,0
46731,115216,46,671,7.9,1
93676,20000,41,614,8.8,0
54673,111937,42,581,2.7,1
89489,146559,21,693,4.0,0
91873,259535,23,686,9.0,0
80115,234647,39,772,8.7,0
48749,259119,30,664,3.9,1
25804,160735,40,769,6.3,0
81460,257367,29,748,3.0,0
59627,306819,42,805,5.7,0
72251,114314,33,724,7.0,0
93541,268518,34,733,7.2,0
53048,247785,38,752,0.0,0
73158,148591,40,817,6.8,0
30515,173106,21,726,10.6,0
78897,102402,44,735,0.0,0
55113,60933,32,693,10.4,0
15000,112743,36,755,0.0,0
80304,184050,35,822,4.8,0
133748,179243,47,694,14.6,0
69142,115704,23,712,0.0,0
44062,88953,23,704,3.0,0
85342,192034,34,664,5.8,0
60824,140804,32,693,8.3,0
80891,20000,28,808,15.2,0
45831,161663,42,632,6.6,0
32681,232972,31,736,10.1,0
68878,210407,31,641,3.0,1
56090,180030,62,631,6.3,0
53260,191328,48,651,2.3,0
93373,200727,45,743,9.9,0
58588,167773,36,643,5.6,0
80548,208784,25,669,6.2,0
56338,151140,25,673,11.0,0
99169,203231,55,695,1.5,0
112401,86685,35,674,9.4,0
86449,238180,45,723,14.3,0
46791,106744,41,745,11.1,0
82974,240525,26,578,5.4,1
69813,248661,49,701,9.5,0
80534,269781,50,709,6.0,0
61747,314875,56,800,8.4,0
60032,206672,38,777,11.6,0
75897,101267,35,730,3.5,0
